PWID	Pathwaytitle	geneProduct	genename	ensembl	types
WP5346	8p23.1 copy number variation syndrome	WP183	Ub-mediated proteolysis		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP2781	Signaling by ERBB4	P12931	SRC	ENSG00000197122	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	WP1793	Tight junctions		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP2781	Signaling by ERBB4	CHEBI:15996	GTP [cytosol]		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4905	1q21.1 copy number variation syndrome	ENSG00000131791	PRKAB2	ENSG00000131791	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	WP272	Blood Clotting  Cascade		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP4932	7q11.23 copy number variation syndrome	ENSG00000075399	VPS9D1	ENSG00000075399	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	ENSG00000255394	C8orf49	ENSG00000255394	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	CHEBI:15440	Squalene		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4932	7q11.23 copy number variation syndrome	CHEBI:82620	O-phospho-L-tyrosyl-[protein]		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5407	15q11q13 copy number variation	ENSG00000152661	GJA1	ENSG00000152661	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4906	3q29 copy number variation syndrome	ENSG00000138449	SLC40A1	ENSG00000138449	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4222	Phosphodiesterases in neuronal function	ENSG00000138735	PDE5A	ENSG00000138735	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000226287	TMEM191A	ENSG00000226287	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	ENSG00000144381	HSPD1	ENSG00000144381	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP3584	MECP2 and associated Rett syndrome	ENSG00000147133	TAF1	ENSG00000147133	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4222	Phosphodiesterases in neuronal function	CHEBI:16015	L-glutamate		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	R-HSA-1253293	Ub-ERBB4:WWP1/ITCH		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP2781	Signaling by ERBB4	P78536	ADAM17(1-214)	ENSG00000151694	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP2781	Signaling by ERBB4	CHEBI:18348	PI(4,5)P2		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4905	1q21.1 copy number variation syndrome	ENSG00000125363	AMELX	ENSG00000125363	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5405	13q12 or CRYL1 copy number variation 	CHEBI:16908	NADH		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4657	22q11.2 copy number variation syndrome	CHEBI:18243	DA		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	P62979	Ub-6-RPS27A(1-76)	ENSG00000143947	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP2781	Signaling by ERBB4	CHEBI:50114	oestrogen		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	P0CG47	adenylatedG228-UBB(153-228)	ENSG00000170315	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	ENSG00000184113	CLDN5	ENSG00000184113	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP3584	MECP2 and associated Rett syndrome	ENSG00000155511	AMPA	ENSG00000155511	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Rna
WP2781	Signaling by ERBB4	P78352	DLG4	ENSG00000132535	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP5407	15q11q13 copy number variation	Q8IY18	SMC5	ENSG00000198887	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP3584	MECP2 and associated Rett syndrome	ENSG00000176165	FOXG1	ENSG00000176165	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	ENSG00000105989	WNT2	ENSG00000105989	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5407	15q11q13 copy number variation	HMDB0000895	Acetylcholine		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5402	10q22q23 copy number variation	CHEBI:57844	L-methionine		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5402	10q22q23 copy number variation	ENSG00000122375	OPN4	ENSG00000122375	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4222	Phosphodiesterases in neuronal function	HMDB0000464	Ca2+		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4905	1q21.1 copy number variation syndrome	CHEBI:7794	phosphate monoesters		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	P49768	PSEN1(1-298)	ENSG00000080815	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP5346	8p23.1 copy number variation syndrome	ENSG00000187778	MCRS1	ENSG00000187778	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5402	10q22q23 copy number variation	WP428	Wnt signaling		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP4932	7q11.23 copy number variation syndrome	ENSG00000156587	UBE2L6	ENSG00000156587	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	WP78	TCA cycle		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP5346	8p23.1 copy number variation syndrome	CHEBI:15377	2 H2O		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4906	3q29 copy number variation syndrome	ENSG00000138036	DYNC2LI1	ENSG00000138036	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P0CG48	Ub-82-UBC(77-152)	ENSG00000150991	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4222	Phosphodiesterases in neuronal function	ENSG00000073417	PDE8A	ENSG00000073417	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	ENSG00000143226	FCGR2A	ENSG00000143226	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	Q15303-1	ERBB4 JM-A CYT-1 isoform		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP3584	MECP2 and associated Rett syndrome	CHEBI:29987	glutamate		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4875	Disruption of postsynaptic signaling by CNV	9369	NRXN3	ENSG00000021645	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	CHEBI:18357	Norepinephrine		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	P0CG47	adenylatedG76-UBB(1-76)	ENSG00000170315	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP2781	Signaling by ERBB4	P14136	GFAP	ENSG00000131095	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP5346	8p23.1 copy number variation syndrome	WP183	Proteosome degradation		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP5402	10q22q23 copy number variation	ENSG00000148671	ADIRF	ENSG00000148671	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5402	10q22q23 copy number variation	CHEBI:18420	Mg2+ [Golgi membrane]		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4657	22q11.2 copy number variation syndrome	ENSG00000072310	SREBF1 gene	ENSG00000072310	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4657	22q11.2 copy number variation syndrome	ENSG00000090539	CHRD	ENSG00000090539	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000196338	NLGN3	ENSG00000196338	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5407	15q11q13 copy number variation	ENSG00000142192	APP	ENSG00000142192	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Rna
WP4222	Phosphodiesterases in neuronal function	HMDB0001314	cGMP		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	P00533	p-Y992,Y1045,Y1068,Y1086,Y1173-EGFR	ENSG00000146648	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Protein
WP5408	15q25 copy number variation	ENSG00000073417	PDE8A	ENSG00000073417	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000003137	CYP26B1	ENSG00000003137	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5408	15q25 copy number variation	CHEBI:16335	Adenosine		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4906	3q29 copy number variation syndrome	ENSG00000206644	RNU6-1279P	ENSG00000206644	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	WP428	Wnt Signaling		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP4657	22q11.2 copy number variation syndrome	WP35	Gq signaling pathway		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Pathway
WP4906	3q29 copy number variation syndrome	ENSG00000073598	FNDC8	ENSG00000073598	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000206145	P2RX6P	ENSG00000206145	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4906	3q29 copy number variation syndrome	ENSG00000119333	WDR34	ENSG00000119333	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4657	22q11.2 copy number variation syndrome	ENSG00000184436	THAP7	ENSG00000184436	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP3584	MECP2 and associated Rett syndrome	ENSG00000118515	SGK1 gene	ENSG00000118515	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP408	Oxidative stress response	7296	TXNRD1	ENSG00000198431	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5402	10q22q23 copy number variation	CHEBI:43474	HPO4 2-		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4222	Phosphodiesterases in neuronal function	ENSG00000105650	PDE4C	ENSG00000105650	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5406	13q12.12 copy number variation	ENSG00000105695	MAG gene	ENSG00000105695	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP3584	MECP2 and associated Rett syndrome	MIMAT0022697	hsa-miR-382-3p		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Rna
WP3584	MECP2 and associated Rett syndrome	ENSG00000157005	SST	ENSG00000157005	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5399	NPHP1 deletion syndrome	ENSG00000120899	PTK2B	ENSG00000120899	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	ENSG00000163539	CLASP2	ENSG00000163539	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5402	10q22q23 copy number variation	CHEBI:29108	Ca 2+		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP4942	15q13.3 copy number variation syndrome	ENSG00000114166	KAT2B	ENSG00000114166	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5402	10q22q23 copy number variation	ENSG00000120659	TNF-a	ENSG00000120659	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP4942	15q13.3 copy number variation syndrome	ENSG00000134160	TRPM1	ENSG00000134160	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5405	13q12 or CRYL1 copy number variation 	CHEBI:38083	Malonate		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP5407	15q11q13 copy number variation	ENSG00000154639	CXADR	ENSG00000154639	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP408	Oxidative stress response	ENSG00000165168	NOX2	ENSG00000165168	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP3584	MECP2 and associated Rett syndrome	ENSG00000169045	HNRNPH1	ENSG00000169045	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP4932	7q11.23 copy number variation syndrome	ENSG00000136997	c-Myc	ENSG00000136997	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5398	NRXN1 deletion syndrome	ENSG00000105464	GRIN2D	ENSG00000105464	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5407	15q11q13 copy number variation	Q96MF7	NSMCE2	ENSG00000156831	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP2781	Signaling by ERBB4	R-HSA-1253341	ERBB4s80:YAP1		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
WP4657	22q11.2 copy number variation syndrome	ENSG00000241527	CA15P1	ENSG00000241527	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5346	8p23.1 copy number variation syndrome	ENSG00000184608	C8orf12	ENSG00000184608	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP2781	Signaling by ERBB4	P0CG48	adenylatedG380-UBC(305-380)	ENSG00000150991	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct|http://vocabularies.wikipathways.org/wp#Protein
WP5402	10q22q23 copy number variation	ENSG00000170788	DYDC1	ENSG00000170788	http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#GeneProduct
WP5402	10q22q23 copy number variation	CHEBI:29985	L-Glu		http://vocabularies.wikipathways.org/wp#DataNode|http://vocabularies.wikipathways.org/wp#Metabolite
WP2781	Signaling by ERBB4	R-HSA-9612575	ERBB4:DLG4		http://vocabularies.wikipathways.org/wp#Complex|http://vocabularies.wikipathways.org/wp#DataNode
